化学式,相,温度,结构文件,密度_Atom_per_Angstrom3,体系原子数,贡献者,HPC来源路径,代表帧来源,功能性
Ge150Se39Te111,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/8-GeSeTe/1-opt2/CONTCAR,0.03429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/8-GeSeTe/1-opt2/CONTCAR,opt-CONTCAR,PCM
Ge150Se39Te111,amorphous,300K,nscc1741_XM/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/8-GeSeTe/0-a/POSCAR,0.03429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/0-C-Si-Ge-Sn-Te/8-GeSeTe/0-a/POSCAR,md-first-frame,PCM
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/0-dos/1-SnTe-GeSe/1-opt2/CONTCAR,0.03727,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/0-dos/1-SnTe-GeSe/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/0-dos/2-SnTe-GeSe/1-opt2/CONTCAR,0.03727,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/0-dos/2-SnTe-GeSe/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/1-dos-T/1-opt2/CONTCAR,0.03768,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/1-dos-T/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/1-dos-T/4-MD-300-3000/POSCAR,0.03768,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/1-dos-T/4-MD-300-3000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/10-dos/2-opt2/CONTCAR,0.03609,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/10-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge149Se151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/11-dos/2-opt2/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/11-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/5-dos-T/3-opt2/CONTCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/5-dos-T/3-opt2/CONTCAR,opt-CONTCAR,OTS
Ge149Se151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/5-dos-T/0-GeSe/1-opt2/CONTCAR,0.03768,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/5-dos-T/0-GeSe/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/6-dos/7-opt2/CONTCAR,0.03707,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/6-dos/7-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/6-dos/1-1500-300k/POSCAR,0.03734,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/6-dos/1-1500-300k/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/7-dos/2-opt2/CONTCAR,0.03712,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/7-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/1-300K/POSCAR,0.0369,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/1-300K/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/1-2%/2-opt2/CONTCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/1-2%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/2-5%/2-opt2/CONTCAR,0.04291,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/2-5%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/3-10%/2-opt2/CONTCAR,0.05047,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/3-10%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/4-7%/2-opt2/CONTCAR,0.04574,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/4-7%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/5-3%/2-opt2/CONTCAR,0.04031,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/5-3%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/6-4%/2-opt2/CONTCAR,0.03909,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/6-4%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/7-6%/2-opt2/CONTCAR,0.04429,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/0-pressure/7-6%/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/7-MD-3000/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/7-MD-3000/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/2-opt2/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge152Se151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/14-opt2/CONTCAR,0.03716,303,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/4-rebuild/14-opt2/CONTCAR,opt-CONTCAR,OTS
Ge151Se151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/2-opt2/CONTCAR,0.03703,302,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge151Se151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/3-dos-T/2-opt2/CONTCAR,0.03759,302,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/1-Ge/5-rebuild/3-dos-T/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/2-Ge+Se/2-opt2/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/2-Ge+Se/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/3-Ge+Se+Ge/2-opt2/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/8-chain-fix/3-Ge+Se+Ge/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge149Se149,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/8-dos/9-fix-atoms/1-break-chain/1-opt2/CONTCAR,0.03654,298,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/8-dos/9-fix-atoms/1-break-chain/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/9-dos/1-300K/POSCAR,0.03768,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/9-dos/1-300K/POSCAR,md-first-frame,OTS
CGe149Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/C-GeSe/2-opt2/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/C-GeSe/2-opt2/CONTCAR,opt-CONTCAR,OTS
AsGe149Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/C-GeSe/5-opt2-As/CONTCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/C-GeSe/5-opt2-As/CONTCAR,opt-CONTCAR,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/Tem-dos/15-1000-300k/POSCAR,0.03751,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/Tem-dos/15-1000-300k/POSCAR,md-first-frame,OTS
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/1-GeSe/aging/1-MD-300K/POSCAR,0.03679,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/1-GeSe/aging/1-MD-300K/POSCAR,md-first-frame,OTS
As150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/1-dos/1-opt2/CONTCAR,0.0333,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/1-dos/1-opt2/CONTCAR,opt-CONTCAR,Others
As150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/2-dos/2-opt2/CONTCAR,0.0319,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/2-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
As150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/3-dos/2-opt2/CONTCAR,0.0319,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/3-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
As150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/4-dos/2-opt2/CONTCAR,0.03181,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/4-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
As150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/5-dos/2-opt2/CONTCAR,0.03136,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/5-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
As150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/11-AsTe/AsSe/2-opt2/CONTCAR,0.03735,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/11-AsTe/AsSe/2-opt2/CONTCAR,opt-CONTCAR,Others
Al120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/0-Al2Te3/2-opt2/CONTCAR,0.03037,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/0-Al2Te3/2-opt2/CONTCAR,opt-CONTCAR,OTS
Al120Te179,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/0-Al2Te3/12-dos-T/2-opt2/CONTCAR,0.03027,299,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/0-Al2Te3/12-dos-T/2-opt2/CONTCAR,opt-CONTCAR,OTS
Al150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/1-dos/1-opt2/CONTCAR,0.03403,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/1-dos/1-opt2/CONTCAR,opt-CONTCAR,Others
Al150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/2-dos/2-opt2/CONTCAR,0.03283,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/2-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Al150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/3-dos/2-opt2/CONTCAR,0.03283,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/3-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Al150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/4-dos/2-opt2/CONTCAR,0.03283,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/4-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Al153Te151,amorphous,300K,nscc1741_XM/xumeng/3-OTS/12-AlTe/design/2-opt2/CONTCAR,0.03326,304,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/12-AlTe/design/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Sn150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/13-SnSe/2-opt2/CONTCAR,0.03354,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/13-SnSe/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Sn150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/13-SnSe/7-MD-300K/POSCAR,0.03354,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/13-SnSe/7-MD-300K/POSCAR,md-first-frame,Others
Ge150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/13-SnSe/GeSe-opt/CONTCAR,0.03354,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/13-SnSe/GeSe-opt/CONTCAR,opt-CONTCAR,OTS
B120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/14-BTe/0-a/3-opt2/CONTCAR,0.0398,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/14-BTe/0-a/3-opt2/CONTCAR,opt-CONTCAR,OTS
B120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/14-BTe/1-dos/2-opt2/CONTCAR,0.0398,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/14-BTe/1-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
B120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/14-BTe/2-dos/1-opt2/CONTCAR,0.04073,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/14-BTe/2-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ga120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/15-GaTe/1-dos/2-opt2/CONTCAR,0.0333,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/15-GaTe/1-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ga120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/15-GaTe/1-dos/4-MD-300K/POSCAR,0.0333,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/15-GaTe/1-dos/4-MD-300K/POSCAR,md-first-frame,OTS
Ga120Te180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/15-GaTe/2-dos/2-opt2/CONTCAR,0.0319,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/15-GaTe/2-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ga150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/16-GaSe/1-dos/2-opt2/CONTCAR,0.03943,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/16-GaSe/1-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Ga150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/16-GaSe/2-dos/2-opt2/CONTCAR,0.03802,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/16-GaSe/2-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Ga150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/16-GaSe/3-dos/2-opt2/CONTCAR,0.03802,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/16-GaSe/3-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Ga150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/17-GaS/2-opt2/CONTCAR,0.03943,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/17-GaS/2-opt2/CONTCAR,opt-CONTCAR,Others
In150Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/18-InSe/2-opt2/CONTCAR,0.03499,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/18-InSe/2-opt2/CONTCAR,opt-CONTCAR,Others
Bi120Se180,amorphous,300K,nscc1741_XM/xumeng/3-OTS/19-BiSe/2-opt2/CONTCAR,0.03007,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/19-BiSe/2-opt2/CONTCAR,opt-CONTCAR,Others
Si150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/2-SiTe/1-dos/1-opt2/CONTCAR,0.03624,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/2-SiTe/1-dos/1-opt2/CONTCAR,opt-CONTCAR,Others
Si150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/2-SiTe/1-dos/4-MD-300-3000/POSCAR,0.03624,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/2-SiTe/1-dos/4-MD-300-3000/POSCAR,md-first-frame,Others
Si150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/2-SiTe/3-dos/1-opt2/CONTCAR,0.03417,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/2-SiTe/3-dos/1-opt2/CONTCAR,opt-CONTCAR,Others
Si150Te150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/2-SiTe/dos2/1-opt2/CONTCAR,0.03624,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/2-SiTe/dos2/1-opt2/CONTCAR,opt-CONTCAR,Others
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/1-dos/1-opt2/CONTCAR,0.0422,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/1-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/2-dos/1-opt2/CONTCAR,0.04004,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/2-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/1-opt2/CONTCAR,0.04029,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/3-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/6-dos-m/2-opt2/CONTCAR,0.03907,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/3-dos/6-dos-m/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/3-dos/new/1-opt2/CONTCAR,0.03907,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/3-dos/new/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/4-dos-F/1-opt2/CONTCAR,0.04355,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/4-dos-F/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/5-dos-F/1-opt2/CONTCAR,0.0422,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/5-dos-F/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/6-dos-T/1-opt2/CONTCAR,0.04041,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/6-dos-T/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge150S150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/3-GeS/8-dos2-GeS/1-opt2/CONTCAR,0.04155,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/3-GeS/8-dos2-GeS/1-opt2/CONTCAR,opt-CONTCAR,OTS
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/1-dos/1-opt2/CONTCAR,0.04054,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/1-dos/1-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/1-dos/0-a/1-300K/POSCAR,0.04054,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/1-dos/0-a/1-300K/POSCAR,md-first-frame,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/2-dos-f/0-a/2-opt2/CONTCAR,0.03932,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/2-dos-f/0-a/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/3-dos/2-opt2/CONTCAR,0.04054,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/3-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/4-dos/2-opt2/CONTCAR,0.04054,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/4-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/4-dos/11-dos/2-opt2/CONTCAR,0.03792,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/4-dos/11-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/4-dos/7-dos/1-300K/POSCAR,0.03873,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/4-dos/7-dos/1-300K/POSCAR,md-first-frame,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/5-dos-T/2-opt2/CONTCAR,0.04117,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/5-dos-T/2-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/5-dos-T/10-opy2/CONTCAR,0.03832,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/5-dos-T/10-opy2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/5-dos-T/13-dos-T/1-300K/POSCAR,0.03803,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/5-dos-T/13-dos-T/1-300K/POSCAR,md-first-frame,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/5-dos-T/new/4-opt2/CONTCAR,0.03974,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/5-dos-T/new/4-opt2/CONTCAR,opt-CONTCAR,Others
Se150Si150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/4-SiSe/6-dos/2-opt2/CONTCAR,0.03873,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/4-SiSe/6-dos/2-opt2/CONTCAR,opt-CONTCAR,Others
As60Ge90Se150,amorphous,300K,nscc1741_XM/xumeng/3-OTS/5-GeSeAs25/1-dos/2-opt2/CONTCAR,0.03746,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/5-GeSeAs25/1-dos/2-opt2/CONTCAR,opt-CONTCAR,OTS
Ge100Se200,amorphous,300K,nscc1741_XM/xumeng/3-OTS/6-GeSe2/1-dos/1-opt2/CONTCAR,0.03603,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/6-GeSe2/1-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge100Se200,amorphous,300K,nscc1741_XM/xumeng/3-OTS/6-GeSe2/1-dos/0-a/2-300k/POSCAR,0.03603,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/6-GeSe2/1-dos/0-a/2-300k/POSCAR,md-first-frame,OTS
Ge100Se200,amorphous,300K,nscc1741_XM/xumeng/3-OTS/6-GeSe2/2-dos/1-opt2/CONTCAR,0.03587,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/6-GeSe2/2-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
Ge100Se200,amorphous,300K,nscc1741_XM/xumeng/3-OTS/6-GeSe2/2-dos/0-a/2-300k/POSCAR,0.03587,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/6-GeSe2/2-dos/0-a/2-300k/POSCAR,md-first-frame,OTS
Ge100Se200,amorphous,300K,nscc1741_XM/xumeng/3-OTS/6-GeSe2/3-dos/1-opt2/CONTCAR,0.03603,300,Meng Xu,nscc1741_XM@10.68.0.1:~/xumeng/3-OTS/6-GeSe2/3-dos/1-opt2/CONTCAR,opt-CONTCAR,OTS
